true	Louis Vuitton	Bags	https://iprice.my/louis-vuitton/bags/men/	https://d1ry3pze7o2kc.cloudfront.net/1645ecf26b83f6a35e4aa1c84dffd21935010663_0.jpg
true	Coach	Bags	https://iprice.my/coach/bags/men/	https://d1ry3pze7o2kc.cloudfront.net/dd645c09428b3b849b2582c535106715c8ef9e1c_0.jpg
true	Swarovski	Jewellery	https://iprice.my/swarovski/jewellery/men/	https://d1ry3pze7o2kc.cloudfront.net/1dddd589ea838198b99e7cc8cd9d55b8dcd9ad07_0.jpg
true	BONIA	Bags	https://iprice.my/bonia/bags/men/	https://d1ry3pze7o2kc.cloudfront.net/4d25bcd9f94f3e48fb3e374e4ff33d8423c66080_0.jpg
false	Vincci	Shoes		
false	Poh Kong	Jewellery		
false	HLA	Clothing		
true	Alexandre Christie	Watches	https://iprice.my/alexandre-christie/watches/men/	https://d1ry3pze7o2kc.cloudfront.net/3037702e15707342b01732b476e2605b3200beb3_0.jpg
true	FILA	Shoes	https://iprice.my/fila/shoes/men/	https://d1ry3pze7o2kc.cloudfront.net/7a1495886352604033e8774cf0ec7974799fd93c_0.jpg
false	Charles & Keith	Bags		
false	Pandora	Jewellery		
false	Longchamp	Bags		
false	Vincci	Bags		
true	BONIA	Watches	https://iprice.my/bonia/watches/men/	https://d1ry3pze7o2kc.cloudfront.net/aa843ae115e8f71d90358430745c55ca1c2222d8_0.jpg
true	Furla	Bags	https://iprice.my/furla/bags/men/	https://d1ry3pze7o2kc.cloudfront.net/0c53933e6d473194c18e532594ae5b9036d9566d_0.jpg
true	Burberry	Bags	https://iprice.my/burberry/bags/men/	https://d1ry3pze7o2kc.cloudfront.net/c51eac6136026348f35d64ab62ae32d0d4bd8871_0.jpg
false	Tiffany & Co.	Jewellery		
true	Mcm	Bags	https://iprice.my/mcm/bags/men/	https://d1ry3pze7o2kc.cloudfront.net/adc8016ccb46ef09054dfcf7532f47eae0a4adbd_0.jpg
true	Cerruti 1881	Watches	https://iprice.my/cerruti-1881/watches/men/	https://d1ry3pze7o2kc.cloudfront.net/a6ed8c02004d13b1c93b0bd0836a80ea11ef84f3_0.jpg
true	Tomei	Jewellery	https://iprice.my/tomei/jewellery/men/	https://d1ry3pze7o2kc.cloudfront.net/1c0f87dbdaae4dd42aa6672b309ec5fab9215134_0.jpg
true	Alba	Watches	https://iprice.my/alba/watches/men/	https://d1ry3pze7o2kc.cloudfront.net/8b2fdff377f09db679816cda9b2b374cbf25fa95_0.jpg
true	Nike	Shoes	https://iprice.my/nike/shoes/men/	https://d1ry3pze7o2kc.cloudfront.net/122f0fbeb772484dd639891d53d183df4cb822dd_0.jpg
