true	Adidas	Sepatu	https://iprice.co.id/adidas/sepatu/wanita/	https://p.ipricegroup.com/19014d5a1a2c84eb2a16a9bbe86563898770d344_0.jpg
true	Alexandre Christie	Jam Tangan	https://iprice.co.id/alexandre-christie/jam-tangan/wanita/	https://p.ipricegroup.com/9f4b98599ce3a5af35af7170dfa9e23ab6c87351_0.jpg
true	MINISO	Tas	https://iprice.co.id/miniso/tas/wanita/	https://p.ipricegroup.com/5a9a7cfef456577915f60cdfee582d87fd7c6e00_0.jpg
true	Wardah	Lipstik Matte	https://iprice.co.id/wardah/makeup/wanita/bibir/lipstik/matte/	https://p.ipricegroup.com/2fe171387168259bc92fc1e6c3e1e404557b4fca_0.jpg
true	Adidas	Pria	https://iprice.co.id/adidas/sepatu/wanita/	https://p.ipricegroup.com/19014d5a1a2c84eb2a16a9bbe86563898770d344_0.jpg
true	Kebaya Modern	Baju Kebaya	https://iprice.co.id/search/&term=kebaya+modern+pakaian+tradisional+baju+kebaya&gender=2	
true	Nike	Sepatu	https://iprice.co.id/nike/sepatu/wanita/	https://p.ipricegroup.com/c788860327d98c45bbf47777e18d2394c9b175c7_0.jpg
true	Vans	Sepatu	https://iprice.co.id/vans/sepatu/wanita/	https://p.ipricegroup.com/9a350006f7ce6ab94e56283d549579e683f31ceb_0.jpg
false	Deenay	Jilbab		
true	Rolex	Jam Tangan	https://iprice.co.id/rolex/jam-tangan/wanita/	https://p.ipricegroup.com/25c77380208caa9a4e44fe0f5687b0648d90ed03_0.jpg
true	Eiger	Tas	https://iprice.co.id/eiger/tas/wanita/	https://p.ipricegroup.com/dba28cd4fb285bc82d29a46cac7e3f302dbdad62_0.jpg
true	Cincin Tunangan	Cincin	https://iprice.co.id/search/&term=cincin+tunangan+perhiasan+cincin&gender=2	
true	Mizuno	Sepatu	https://iprice.co.id/mizuno/sepatu/wanita/	https://p.ipricegroup.com/a84aac5738b0fc452b37df1dd0c07c60a683b205_0.jpg
true	Converse	Sepatu	https://iprice.co.id/converse/sepatu/wanita/	https://p.ipricegroup.com/7a35a58b98e0637a6c0bc561548e570e735594b4_0.jpg
false	Rabbani	Jilbab		
true	Daniel Wellington	Jam Tangan	https://iprice.co.id/daniel-wellington/jam-tangan/wanita/	https://p.ipricegroup.com/7abc1ca9753aa59bde831a1d9436d9baae500988_0.jpg
false	Bioaqua	Bedak Wajah		
true	Supreme	Pakaian	https://iprice.co.id/supreme/pakaian/wanita/	https://p.ipricegroup.com/0514359049c4cacf5b3f27a7f70ee1567a2fd0d1_0.jpg
false	Mizuno	Pakaian		
true	Charles & Keith	Tas	https://iprice.co.id/charles-keith/tas/wanita/	https://p.ipricegroup.com/b36b7229393991a7c99fb4d8b504d128e7b65ae0_0.jpg
true	SKMEI	Jam Tangan	https://iprice.co.id/skmei/jam-tangan/wanita/	https://p.ipricegroup.com/b3491eaaacdf8a777cc3afa283015b113289538f_0.jpg
true	Fossil	Jam Tangan	https://iprice.co.id/fossil/jam-tangan/wanita/	https://p.ipricegroup.com/2e442a889f7e373ab65cf605b64a34576f863256_0.jpg
