11.11 Sale	https://iprice-production-assets.s3.ap-southeast-1.amazonaws.com/coupon-category/1111-sale.jpg	https://iprice.my/coupons/1111-sale/
Weekly Exclusives	https://d1vfs9f7h1rfk4.cloudfront.net/coupon-category/weekly-exclusives.jpg	https://iprice.my/coupons/weekly-exclusives/
Best Travel Promo Codes	https://iprice-production-assets.s3.ap-southeast-1.amazonaws.com/coupon-category/best-travel-promo-codes.jpg	https://iprice.my/coupons/best-travel-promo-codes/
Fashion	https://iprice-production-assets.s3.ap-southeast-1.amazonaws.com/coupon-category/fashion.jpg	https://iprice.my/coupons/fashion/
Electronics	https://iprice-production-assets.s3.ap-southeast-1.amazonaws.com/coupon-category/electronics.jpg	https://iprice.my/coupons/electronics/
Home & Living	https://iprice-production-assets.s3.ap-southeast-1.amazonaws.com/coupon-category/home-living.jpg	https://iprice.my/coupons/home-living/
Beauty & Health	https://d1vfs9f7h1rfk4.cloudfront.net/coupon-category/beauty-health.jpg	https://iprice.my/coupons/beauty-health/
Food & Grocery	https://iprice-production-assets.s3.ap-southeast-1.amazonaws.com/coupon-category/food-grocery.jpg	https://iprice.my/coupons/food-grocery/
Kids & Toys	https://iprice-production-assets.s3.ap-southeast-1.amazonaws.com/coupon-category/kids-toys.jpg	https://iprice.my/coupons/kids-toys/
Sports & Outdoors	https://iprice-production-assets.s3.ap-southeast-1.amazonaws.com/coupon-category/sports-outdoors.jpg	https://iprice.my/coupons/sports-outdoors/
