Apple	https://d1vfs9f7h1rfk4.cloudfront.net/media/apple_2.png
Xiaomi	https://d1vfs9f7h1rfk4.cloudfront.net/brand/xiaomi.jpg
Huawei	https://d1vfs9f7h1rfk4.cloudfront.net/media/huawei.png
Vivo	https://d1vfs9f7h1rfk4.cloudfront.net/brand/vivo.jpg
KDK	https://d1vfs9f7h1rfk4.cloudfront.net/brand/kdk.jpg
OPPO	https://d1vfs9f7h1rfk4.cloudfront.net/brand/oppo.jpg
Samsung	https://iprice-production-assets.s3-ap-southeast-1.amazonaws.com/brand/samsung.jpg
Asus	https://d1vfs9f7h1rfk4.cloudfront.net/media/asus_2.png
Dell	https://d1vfs9f7h1rfk4.cloudfront.net/media/dell.png
Canon	https://iprice-production-assets.s3-ap-southeast-1.amazonaws.com/brand/canon.jpg
