data:text/csv;charset=utf-8,OPPO  A37	RM 439.00	4	https://d1ry3pze7o2kc.cloudfront.net/uploaded_fa7eccb676e7d8115d5cd5d7cfa81521.jpg
Asus ROG Phone	RM 3,499.00	3	https://d1ry3pze7o2kc.cloudfront.net/uploaded_8ca266c50dd03de67805d1835a6b2f68.jpg
Huawei  P20 Pro		0	https://d1ry3pze7o2kc.cloudfront.net/54413844_0.jpg
Vivo  Y81	RM 699.00	5	https://d1ry3pze7o2kc.cloudfront.net/uploaded_1be5391f1aebcc608201c7ca28de4dcb.jpg
Oppo  F9	RM 1,255.00	2	https://d1ry3pze7o2kc.cloudfront.net/uploaded_126497687b3b7a006352d008a1b23847.jpg
OPPO  F5	RM 339.00	4	https://d1ry3pze7o2kc.cloudfront.net/uploaded_aa1c62a8426509d20f2b3e0c11704f93.jpg
vivo  V5	RM 549.00	3	https://d1ry3pze7o2kc.cloudfront.net/uploaded_5f8caf5be2e1c0ec9bc92c067eda0276.jpg
vivo  V7	RM 766.00	3	https://d1ry3pze7o2kc.cloudfront.net/uploaded_7ee689a143e32dfc28cbebba6c524ef3.jpg
Samsung Galaxy A7	RM 1,299.00	3	https://d1ry3pze7o2kc.cloudfront.net/uploaded_205540235693e153b09f821826e47dc3.jpg
Samsung Galaxy J4 (2018)	RM 519.00	5	https://d1ry3pze7o2kc.cloudfront.net/uploaded_a6f155028e14bf9630b20fb0949399cd.jpg
Huawei Mate 20 Lite	RM 1,236.80	1	https://d1ry3pze7o2kc.cloudfront.net/f0e0fbd84f0591cc2edda570e36418e5173d2202_0.jpg
Apple iPhone 7 Plus	RM 2,749.00	2	https://d1ry3pze7o2kc.cloudfront.net/uploaded_8f30458df819d90c07a9b639fc155848.jpg
OnePlus  6	RM 2,049.00	5	https://d1ry3pze7o2kc.cloudfront.net/uploaded_e56a154d9b20c198b1f6d40f9b5e09f2.jpg
Vivo  Y81	RM 699.00	3	https://d1ry3pze7o2kc.cloudfront.net/uploaded_0f5529999a8b7a7548b9d1e2fcba003d.jpg
OPPO  A77	RM 687.00	3	https://d1ry3pze7o2kc.cloudfront.net/uploaded_ed4d5f29655c55c88f5936c0c16d2293.jpg
Oppo Realme 2	RM 600.00	1	https://d1ry3pze7o2kc.cloudfront.net/54765efed415835a54941962943cc2b35f833464_0.jpg
Samsung Galaxy J2 Prime	RM 329.00	7	https://d1ry3pze7o2kc.cloudfront.net/uploaded_e858ab25c93e1e4905b121d938eb317b.jpg
Huawei Nova 3e	RM 1,047.00	6	https://d1ry3pze7o2kc.cloudfront.net/uploaded_a21589dba490c8fb6835d36de5995fd8.jpg
Xiaomi Redmi Note 5 AI	RM 569.00	3	https://d1ry3pze7o2kc.cloudfront.net/uploaded_ee3f92c4170c877a310c43801d57ebd6.jpg
Xiaomi  Black Shark	RM 1,549.00	4	https://d1ry3pze7o2kc.cloudfront.net/uploaded_2b7df7ca8433125e53f33257ae8debd2.jpg
