,name,type,title,go-to-url,go-to-title,,,,,,,,,
PLP-FA-BrandCategory-Men-Carousel,section4,fashion-panel,Shop Men's Fashion,https://iprice.ph/clothing/men/,,image-url,url,label,type,,,,,
,,,,,,https://a.ipricegroup.com/media/homepage/PH_men-min.jpg,,1234,category-carousel,items,,,,
,,,,,,,,,,brand-name,name,url,image-url,main-url
,,,,,,,,,,Fossil,Watch,https://iprice.ph/fossil/watches/,https://p.ipricegroup.com/34637aeb9925260aac93593accc15eb5743eb32c_0.jpg,https://iprice.ph/fossil/watches/
,,,,,,,,,,TAG Heuer,Watch,https://iprice.ph/tag-heuer/watches/,https://p.ipricegroup.com/d5cad65ddd2f56796d9def95bfed4e26771c70bd_0.jpg,https://iprice.ph/tag-heuer/watches/
,,,,,,,,,,,,,,https://iprice.ph/tissot/watches/
,,,,,,,,,,Under Armour,Shoes,https://iprice.ph/under-armour/shoes/,https://p.ipricegroup.com/8171d0ff583780df258b1b318182f61fc898f84c_0.jpg,https://iprice.ph/under-armour/shoes/
,,,,,,,,,,Nike,Shoes,https://iprice.ph/nike/shoes/,https://p.ipricegroup.com/ee4ca25be74cd41bed0b1555eb97efe6dc6bd939_0.jpg,https://iprice.ph/nike/shoes/
,,,,,,,,,,Peak,Basketball Shoes,https://iprice.ph/peak/shoes/sports/basketball/,https://p.ipricegroup.com/05cf29622df000c76a6cd79d0c339b1a51894dbd_0.jpg,https://iprice.ph/peak/shoes/sports/basketball/
,,,,,,,,,,Casio,Watch,https://iprice.ph/casio/watches/,https://p.ipricegroup.com/6be05385e3d62e384e612362554d8eb2e6e9585a_0.jpg,https://iprice.ph/casio/watches/
,,,,,,,,,,Regatta,Clothing,https://iprice.ph/regatta/clothing/,https://p.ipricegroup.com/637dd068646226d5144efa3e20fbb42464051a36_0.jpg,https://iprice.ph/regatta/clothing/
,,,,,,,,,,,,,,https://iprice.ph/oxygen/clothing/
,,,,,,,,,,Birkenstock,Shoes,https://iprice.ph/birkenstock/shoes/,https://p.ipricegroup.com/62c66dc37788d4a7ff182d37683c86ce9a9e4bda_0.jpg,https://iprice.ph/birkenstock/shoes/
,,,,,,,,,,Lacoste,Bag,https://iprice.ph/lacoste/bags/,https://p.ipricegroup.com/2c2cfa44a41f24c4ff37c958077a1dc74bb23f72_0.jpg,https://iprice.ph/lacoste/bags/
,,,,,,,,,,Onitsuka Tiger,Shoes,https://iprice.ph/onitsuka-tiger/shoes/,https://p.ipricegroup.com/65d8a590548b49693419247375bc5392a0e97fa0_0.jpg,https://iprice.ph/onitsuka-tiger/shoes/
,,,,,,,,,,Saucony,Shoes,https://iprice.ph/saucony/shoes/,https://p.ipricegroup.com/5568516476ab6382238b4de2f3eb37c8f6d35774_0.jpg,https://iprice.ph/saucony/shoes/
,,,,,,,,,,Tissot,Watch,https://iprice.ph/tissot/watches/,https://p.ipricegroup.com/588defdde16ca4cdc11d20859fb54b89c7485e77_0.jpg,https://iprice.ph/tissot/watches/
,,,,,,,,,,Pull & Bear,Clothing,https://iprice.ph/pull-bear/clothing/,https://p.ipricegroup.com/ae6e4783ae31348664b8bcf6e03649dc1c1f7b3e_0.jpg,https://iprice.ph/pull-bear/clothing/
PLP-FA-BrandCategory-Women-Carousel,section5,fashion-panel,Shop Women's Fashion,https://iprice.ph/clothing/women/,,image-url,url,label,type,,,,,
,,,,,,https://a.ipricegroup.com/media/homepage/PH_women-min.jpg,,1234,category-carousel,items,,,,
,,,,,,,,,,brand-name,name,url,image-url,main-url
,,,,,,,,,,Pandora,Jewellery,https://iprice.ph/pandora/jewellery/,https://p.ipricegroup.com/87ffcc9538b9cdbcebe6639dcaf617e73bec5301_0.jpg,https://iprice.ph/pandora/jewellery/
,,,,,,,,,,Swatch®,Watch,https://iprice.ph/swatch/watches/,https://p.ipricegroup.com/dcc6a37334b2f8d085b69cfb07eaa6463e3fcfd2_0.jpg,https://iprice.ph/swatch/watches/
,,,,,,,,,,Parisian,Shoes,https://iprice.ph/parisian/shoes/,https://p.ipricegroup.com/2dfa0a21c38e3a8ec2fa5e21299fe7608d3be92c_0.jpg,https://iprice.ph/parisian/shoes/
,,,,,,,,,,Anello,Bag,https://iprice.ph/anello/bags/,https://p.ipricegroup.com/8fa51e50c1c882a98ecc6808307308fb6b7b61f9_0.jpg,https://iprice.ph/anello/bags/
,,,,,,,,,,Herschel Supply Co.,Bag,https://iprice.ph/herschel-supply-co/bags/,https://p.ipricegroup.com/f7bc188161acfa7616f78423b07b693956fd3356_0.jpg,https://iprice.ph/herschel-supply-co/bags/
,,,,,,,,,,Adidas,Shoes,https://iprice.ph/adidas/shoes/,https://p.ipricegroup.com/d4dde388c45dbc0f1530b07637bae3b7e0c69465_0.jpg,https://iprice.ph/adidas/shoes/
,,,,,,,,,,Sperry,Shoes,https://iprice.ph/sperry/shoes/,https://p.ipricegroup.com/723009931159551ceee324f320cd0a9bb49ff3dc_0.jpg,https://iprice.ph/sperry/shoes/
,,,,,,,,,,Longchamp,Bag,https://iprice.ph/longchamp/bags/,https://p.ipricegroup.com/a1cf7ba1dc84aaa871273561105d547dc319c3cc_0.jpg,https://iprice.ph/longchamp/bags/
,,,,,,,,,,Peak,Shoes,https://iprice.ph/peak/shoes/,https://p.ipricegroup.com/5a1851a34ff45634392a2eaa72009af1c56ee331_0.jpg,https://iprice.ph/peak/shoes/
,,,,,,,,,,Lacoste,Tote,https://iprice.ph/lacoste/bags/handbags/tote/,https://p.ipricegroup.com/2c2cfa44a41f24c4ff37c958077a1dc74bb23f72_0.jpg,https://iprice.ph/lacoste/bags/handbags/tote/
,,,,,,,,,,Diamond,Rings,https://iprice.ph/diamond/jewellery/rings/,https://p.ipricegroup.com/959551dbadb5078f16eeee4276485f8fc0471dcc_0.jpg,https://iprice.ph/diamond/jewellery/rings/
,,,,,,,,,,Mango,Clothing,https://iprice.ph/mango/clothing/,https://p.ipricegroup.com/ef3813196f67db6dcfaad2998b1b61a1eca4a28a_0.jpg,https://iprice.ph/mango/clothing/
