Originating URL,Crawl date,Alternate URL
https://iprice.sg/converse/classic-chuck/,12/11/18,https://iprice.my/converse/classic-chuck/
https://iprice.sg/longchamp/le-pliage/neo/bags/sling/,12/11/18,https://iprice.my/longchamp/le-pliage/neo/bags/sling/
https://iprice.sg/coach/bags/waist/,12/11/18,https://iprice.co.id/coach/tas/pinggang/
https://iprice.sg/ikea/lighting/decorative-ceiling-lights/,12/11/18,https://iprice.co.id/ikea/penerangan/lampu-langit-langit-hias/
https://iprice.sg/nike/sb/stefan-janoski/,12/11/18,https://iprice.co.id/nike/sb/stefan-janoski/
https://iprice.sg/ikea/lighting/decorative-ceiling-lights/,12/11/18,https://iprice.ph/ikea/lighting/decorative-ceiling-lights/
https://iprice.sg/nike/sb/stefan-janoski/,12/11/18,https://iprice.ph/nike/sb/stefan-janoski/
https://iprice.sg/clio/makeup/face/,12/11/18,https://ipricethailand.com/clio/%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B3%E0%B8%AD%E0%B8%B2%E0%B8%87/%E0%B9%83%E0%B8%9A%E0%B8%AB%E0%B8%99%E0%B8%B2/
https://iprice.sg/coach/bags/waist/,12/11/18,https://ipricethailand.com/coach/%E0%B8%81%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%9B%E0%B8%B2/%E0%B8%84%E0%B8%B2%E0%B8%94%E0%B9%80%E0%B8%AD%E0%B8%A7/
https://iprice.sg/mous/phones-tablets/accessories/cases-covers/,12/11/18,https://ipricethailand.com/mous/%E0%B9%82%E0%B8%97%E0%B8%A3%E0%B8%A8%E0%B8%9E%E0%B8%97%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B9%81%E0%B8%97%E0%B8%9A%E0%B9%80%E0%B8%A5%E0%B8%95/%E0%B8%AD%E0%B8%9B%E0%B8%81%E0%B8%A3%E0%B8%93%E0%B9%80%E0%B8%AA%E0%B8%A3%E0%B8%A1/%E0%B9%80%E0%B8%84%E0%B8%AA/
https://iprice.sg/clio/makeup/face/,12/11/18,https://iprice.vn/clio/trang-diem/mat/
https://iprice.sg/coach/bags/waist/,12/11/18,https://iprice.hk/coach/bags/waist/
https://iprice.sg/aurora/baby-clothing/dresses/,12/10/18,https://iprice.ph/aurora/baby-clothing/dresses/
https://iprice.sg/bimba/clothing/sleepwear/,12/10/18,https://ipricethailand.com/bimba/%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%AD%E0%B8%87%E0%B9%81%E0%B8%95%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2/%E0%B8%8A%E0%B8%94%E0%B8%99%E0%B8%AD%E0%B8%99/
